wavelength,mean_flux,mean_err
1311.0,2.009353865152677,1.0101482351321922
1312.5,1.902990220110133,1.1970529362206064
1314.0,2.1413567743005957,1.1270723710483614
1315.5,1.748218325111256,0.9473598773168705
1317.0,2.115615314963653,1.1501504759432508
1318.5,2.5904634716171713,1.2083593363271732
1320.0,2.1532593304005143,1.0568167892074667
1321.5,2.0148243270788244,0.9419072318228389
1323.0,2.65030045295587,1.1165572234165475
1324.5,3.399768888480366,1.1041090662125117
1326.0,2.6312076280238808,1.0880985463542858
1327.5,2.873424422035018,1.1212654236839705
1329.0,2.8728753781706438,1.1414289522019605
1330.5,2.4197295024930954,1.0539085950109135
1332.0,2.1563667556320927,0.9707174904905077
1333.5,1.5024790205858993,0.831182087774281
1335.0,2.7167624702631943,1.0111547741420321
1336.5,2.560345208828633,1.044801743656555
1338.0,1.9928041174548747,1.098704026862524
1339.5,2.401123529456428,1.031190945958093
1341.0,2.391363149228399,1.0626808702963317
1342.5,2.9015417092702567,1.0428621071102073
1344.0,3.2070313812113067,1.1636607015790916
1345.5,1.966809548719584,1.1345150088128166
1347.0,2.8414950796676077,0.9908826800846704
1348.5,1.9192941316633703,1.066812279414236
1350.0,2.5779631505182765,0.9904581724560619
1351.5,2.3830717655906564,0.9594436782666789
1353.0,2.1464093754395543,0.9356878810648235
1354.5,1.645980785435156,0.8049383391313384
1356.0,2.2458120748047943,1.0717633900328636
1357.5,2.8142189728828786,2.11428185199948
1359.0,3.70154148702075,1.9936496709670817
1360.5,2.8853002222039064,1.2299989720743734
1362.0,3.6658406975784565,2.0922192176425414
1363.5,2.760978645096791,2.5077697396564584
1365.0,3.7195169312674943,1.9955869886435604
1366.5,2.387374606495366,1.2451861384477776
1368.0,3.748558028007367,1.6982755497952986
1369.5,3.714023340396781,1.7136417109404245
1371.0,3.5475607547800045,1.1721217924132372
1372.5,4.8121370130373,1.8751861873418554
1374.0,4.918730619093236,1.813006223824567
1375.5,5.680311849967096,2.0109171314401895
1377.0,3.2791722699046426,1.3374247403670163
1378.5,4.434404786072954,1.6702182671220762
1380.0,5.716949770436618,1.7168200052568705
1381.5,5.235038768070018,1.691474023472228
1383.0,7.930008321427717,1.6410975180979401
1384.5,5.158751642561665,1.692473865536195
1386.0,4.452286464765496,1.734914279877458
1387.5,5.01896905871891,1.6191283221802246
1389.0,5.665075587211323,1.361606153155542
1390.5,5.620731129814036,1.4179025584455962
1392.0,3.2763149783072385,1.4884653773471141
1393.5,4.469538418727996,1.4037270813660294
1395.0,5.373029182937497,1.5326164551117691
1396.5,6.043739749139147,1.3789629234025191
1398.0,5.06748606675944,1.3750914458519305
1399.5,4.990657053588044,1.3902447095676271
1401.0,4.590093557079691,1.2632411068221336
1402.5,4.3105218954619,1.0846954483518427
1404.0,5.0886974695959815,1.2719465529407723
1405.5,3.5173183735952436,1.212120826760972
1407.0,4.872383291457596,1.3474924928381984
1408.5,3.398225458759505,1.0566633765443958
1410.0,4.305499208490699,1.2986763352134916
1411.5,3.018042121788952,1.027594597388436
1413.0,4.964767847009858,1.2173450391720486
1414.5,4.022814256737108,1.2570795250790032
1416.0,4.62195333545051,1.1906318523548107
1417.5,3.9684289481980266,1.0467306838628625
1419.0,3.207319947926455,1.0265722826078494
1420.5,3.881542912715224,1.1213649283041496
1422.0,4.533766328714896,1.0805336863009842
1423.5,4.476915893366004,1.113554548999281
1425.0,3.6652176934136693,0.9616132823295617
1426.5,2.789507536859237,1.01174600747331
1428.0,4.138757019675979,1.076108447547918
1429.5,4.013705921206669,1.2195053782575411
1431.0,5.021711085384503,1.2126534125334278
1432.5,4.787487106921142,1.168042884972195
1434.0,5.588765312992403,1.1547287122126326
1435.5,5.206630257476288,1.1899603526533664
1437.0,3.7866450195178296,0.9573805330697844
1438.5,5.333820623915635,1.0396253788810301
1440.0,6.130396677487891,1.1611633848402998
1441.5,5.659052995586128,1.105260294923
